date,brand,campaign_id,adset_id,spend,revenue,impressions,clicks,outbound_clicks,video_p25,video_p50,video_p75,video_p100,frequency,roas,cpc,ctr,hook_rate,outbound_ctr,conversion_value
2026-05-26,Brand A,camp_000,adset_000,3047.8352,13359.7939,30349.8557,900.3412,593.8697,3888.1753,2753.0521,2377.5294,1841.439,1.7608,4.3834,3.3852,0.0297,0.1281,0.0196,13359.7939
2026-05-27,Brand A,camp_000,adset_000,3378.6603,10670.6831,32936.2185,301.3787,123.3899,5849.795,4521.5073,3925.9056,3144.1722,1.8313,3.1583,11.2107,0.0092,0.1776,0.0037,10670.6831
2026-05-28,Brand A,camp_000,adset_000,3368.8592,11724.4321,29182.9348,310.0394,160.7352,2101.2152,1550.8528,1062.2632,621.253,1.7494,3.4802,10.8659,0.0106,0.072,0.0055,11724.4321
2026-05-29,Brand A,camp_000,adset_000,3053.0035,15435.3958,41452.3685,1031.6125,515.0241,7219.5785,4561.6075,2897.6044,2421.9585,1.8079,5.0558,2.9594,0.0249,0.1742,0.0124,15435.3958
2026-05-30,Brand A,camp_000,adset_000,3516.9228,18421.736,33881.3341,962.129,387.2226,2254.8611,1406.994,905.9411,769.7179,1.8468,5.238,3.6554,0.0284,0.0666,0.0114,18421.736
2026-05-31,Brand A,camp_000,adset_000,2065.0983,11390.846,27313.0593,408.4032,173.3089,1552.6307,1225.8249,1019.2079,796.7731,1.7695,5.5159,5.0565,0.015,0.0568,0.0063,11390.846
2026-06-01,Brand A,camp_000,adset_000,4509.2617,12614.7343,62661.903,1809.8772,881.1062,8907.7872,5695.0191,3734.606,3111.3127,1.8559,2.7975,2.4915,0.0289,0.1422,0.0141,12614.7343
2026-06-02,Brand A,camp_000,adset_000,3076.99,11753.8374,40174.2506,1026.206,456.4245,6404.4724,4563.9366,3873.7817,3062.4071,1.8389,3.8199,2.9984,0.0255,0.1594,0.0114,11753.8374
2026-06-03,Brand A,camp_000,adset_000,4617.0868,20146.7735,62515.3503,782.7334,333.5097,9341.6179,5657.2703,4864.8027,4043.5087,1.8371,4.3635,5.8987,0.0125,0.1494,0.0053,20146.7735
2026-06-04,Brand A,camp_000,adset_000,2978.2704,11224.2917,24301.7797,485.5976,278.3826,2070.444,1391.3952,1194.6739,805.5991,1.8211,3.7687,6.1332,0.02,0.0852,0.0115,11224.2917
2026-06-05,Brand A,camp_000,adset_000,3502.9648,17351.4103,43249.5938,1112.141,848.5051,2625.4043,1866.0163,1362.621,863.5279,1.8311,4.9533,3.1497,0.0257,0.0607,0.0196,17351.4103
2026-06-06,Brand A,camp_000,adset_000,2656.7835,28000.9547,28504.4555,307.1282,179.8642,4428.3722,3417.5196,2688.1384,2012.2243,1.8801,10.5394,8.6504,0.0108,0.1554,0.0063,28000.9547
2026-06-07,Brand A,camp_000,adset_000,2978.3884,22099.2982,31284.3191,454.9736,305.0756,4155.6866,3000.8644,2484.7182,1264.7689,1.941,7.4199,6.5463,0.0145,0.1328,0.0098,22099.2982
2026-06-08,Brand A,camp_000,adset_000,3015.2016,11348.9464,41450.5743,568.9629,439.7565,6561.9019,4913.3883,3891.3137,2014.1128,1.8937,3.7639,5.2995,0.0137,0.1583,0.0106,11348.9464
2026-06-09,Brand A,camp_000,adset_000,2540.4349,8540.6541,21956.0367,497.1384,275.4106,2996.9731,1843.6457,1188.7002,717.5074,1.9621,3.3619,5.1101,0.0226,0.1365,0.0125,8540.6541
2026-06-10,Brand A,camp_000,adset_000,2072.1114,11854.6049,20078.039,561.3886,285.4783,3280.1105,2628.8451,2116.4428,1426.7826,1.898,5.721,3.691,0.028,0.1634,0.0142,11854.6049
2026-06-11,Brand A,camp_000,adset_000,2581.5818,7057.7062,34768.7934,774.7663,337.5986,4002.3631,3152.1963,2298.8818,1324.2175,1.9317,2.7339,3.3321,0.0223,0.1151,0.0097,7057.7062
2026-06-12,Brand A,camp_000,adset_000,2502.2081,8094.3553,23009.3529,658.5007,440.0682,1501.999,1152.4826,776.9771,464.525,1.973,3.2349,3.7999,0.0286,0.0653,0.0191,8094.3553
2026-06-13,Brand A,camp_000,adset_000,2693.7223,12350.9973,29372.1909,664.2209,311.8242,3454.3961,2527.0511,2095.218,1258.2796,2.0427,4.5851,4.0555,0.0226,0.1176,0.0106,12350.9973
2026-06-14,Brand A,camp_000,adset_000,5502.2751,24757.2039,46804.0384,1151.07,649.5446,4934.9545,3222.938,2386.0301,1234.3713,2.0361,4.4994,4.7801,0.0246,0.1054,0.0139,24757.2039
2026-06-15,Brand A,camp_000,adset_000,2230.077,18446.9231,22945.0667,426.9245,185.9949,3844.3901,2727.5955,2087.1857,1644.3375,1.9177,8.2719,5.2236,0.0186,0.1675,0.0081,18446.9231
2026-06-16,Brand A,camp_000,adset_000,3353.3885,19626.9241,44167.1532,617.6269,374.2735,4608.9138,3940.9035,3388.4369,2239.8918,2.0343,5.8529,5.4295,0.014,0.1044,0.0085,19626.9241
2026-06-17,Brand A,camp_000,adset_000,3723.1082,19703.5592,40675.4705,920.2503,735.4977,5991.9804,4972.4657,3801.202,2614.7049,2.0423,5.2922,4.0458,0.0226,0.1473,0.0181,19703.5592
2026-06-18,Brand A,camp_000,adset_000,2442.1999,6632.2241,26760.3648,658.531,274.4615,2984.6024,2240.4981,1816.0308,946.9013,2.0793,2.7157,3.7086,0.0246,0.1115,0.0103,6632.2241
2026-06-19,Brand A,camp_000,adset_000,3707.7878,25721.5277,48855.4957,1414.9214,724.1846,4165.432,3472.9547,3062.0973,2435.256,2.0216,6.9372,2.6205,0.029,0.0853,0.0148,25721.5277
2026-06-20,Brand A,camp_000,adset_000,4336.5938,34872.3751,55064.6256,1287.9853,600.3893,3542.3665,3029.6788,2442.9117,1742.1761,2.1051,8.0414,3.367,0.0234,0.0643,0.0109,34872.3751
2026-06-21,Brand A,camp_000,adset_000,3555.2389,25197.1812,38309.9167,443.4781,280.8386,4850.6241,3441.1058,2137.5323,1083.7187,2.0913,7.0873,8.0167,0.0116,0.1266,0.0073,25197.1812
2026-06-22,Brand A,camp_000,adset_000,2840.7155,15672.5119,29528.0259,885.1142,652.2958,3597.0226,2415.7336,1765.5362,982.9724,2.0341,5.5171,3.2094,0.03,0.1218,0.0221,15672.5119
2026-06-23,Brand A,camp_000,adset_000,3153.4034,11905.4331,33234.0296,406.6023,281.0615,5412.0253,4568.3575,2932.3704,1590.483,2.1256,3.7754,7.7555,0.0122,0.1628,0.0085,11905.4331
2026-06-24,Brand A,camp_000,adset_000,3447.4274,16202.3996,43064.4338,1157.9015,477.1222,2601.7379,1619.9305,990.674,558.456,2.0874,4.6999,2.9773,0.0269,0.0604,0.0111,16202.3996
2026-06-25,Brand A,camp_000,adset_000,3961.1167,34070.2827,32265.9445,816.6031,471.8262,2046.8923,1494.9167,1104.1986,772.6646,2.207,8.6012,4.8507,0.0253,0.0634,0.0146,34070.2827
2026-06-26,Brand A,camp_000,adset_000,4894.9949,28007.3846,52024.9478,1036.6758,717.6704,5724.3012,3881.6193,3087.5641,2310.2404,2.1813,5.7216,4.7218,0.0199,0.11,0.0138,28007.3846
2026-06-27,Brand A,camp_000,adset_000,2720.4356,11147.1672,26147.6702,560.9245,340.8832,3711.2434,2996.9843,2205.2568,1650.0185,2.1634,4.0976,4.8499,0.0215,0.1419,0.013,11147.1672
2026-06-28,Brand A,camp_000,adset_000,2626.0608,9737.4279,30283.1655,415.917,311.9056,4850.1433,3760.161,2833.9806,1631.4335,2.1165,3.708,6.3139,0.0137,0.1602,0.0103,9737.4279
2026-06-29,Brand A,camp_000,adset_000,3383.219,11281.1422,29742.9044,478.0952,217.1598,3220.0032,2271.1277,1729.7718,946.7459,2.1822,3.3344,7.0765,0.0161,0.1083,0.0073,11281.1422
2026-06-30,Brand A,camp_000,adset_000,3219.1347,13880.0181,36599.9079,472.6362,205.7036,3944.6677,2424.293,1801.3358,1109.7024,2.1552,4.3117,6.811,0.0129,0.1078,0.0056,13880.0181
2026-07-01,Brand A,camp_000,adset_000,3000.6644,14281.6827,32124.6499,681.2413,469.1956,4653.3647,3310.9764,2793.6943,1582.869,2.1624,4.7595,4.4047,0.0212,0.1449,0.0146,14281.6827
2026-07-02,Brand A,camp_000,adset_000,2865.2866,15253.5768,30761.3254,891.4831,555.6281,3346.5841,2495.1311,2031.6105,1206.3163,2.2225,5.3236,3.2141,0.029,0.1088,0.0181,15253.5768
2026-07-03,Brand A,camp_000,adset_000,3060.8026,13249.8081,34520.549,982.8437,562.8012,4035.5134,3063.6325,1970.0687,1138.3638,2.221,4.3289,3.1142,0.0285,0.1169,0.0163,13249.8081
2026-07-04,Brand A,camp_000,adset_000,2781.3201,26349.6301,23185.7619,469.4752,291.9141,2410.4989,2020.2452,1284.7669,741.5969,2.193,9.4738,5.9243,0.0202,0.104,0.0126,26349.6301
2026-07-05,Brand A,camp_000,adset_000,3327.9057,14077.856,33078.0973,456.0843,291.6034,3127.2767,2648.113,2166.6627,1280.992,2.2894,4.2302,7.2967,0.0138,0.0945,0.0088,14077.856
2026-07-06,Brand A,camp_000,adset_000,2169.4122,6742.5508,28799.8532,557.8263,296.9858,2843.6264,1773.2115,1544.8901,1191.7092,2.2201,3.108,3.889,0.0194,0.0987,0.0103,6742.5508
2026-07-07,Brand A,camp_000,adset_000,2454.991,6447.3525,26088.9529,461.3846,231.3139,4524.4006,3786.8985,2945.5965,1558.3977,2.2863,2.6262,5.3209,0.0177,0.1734,0.0089,6447.3525
2026-07-08,Brand A,camp_000,adset_000,3754.6159,10492.8337,40201.799,1135.5086,845.341,4403.468,3341.3899,2546.0135,1973.5794,2.2226,2.7946,3.3066,0.0282,0.1095,0.021,10492.8337
2026-07-09,Brand A,camp_000,adset_000,2737.9894,10330.597,36806.3345,804.0482,628.3986,3683.8589,3007.8442,2389.2103,1243.6728,2.3617,3.7731,3.4053,0.0218,0.1001,0.0171,10330.597
2026-07-10,Brand A,camp_000,adset_000,4131.6738,17004.47,54627.2939,1459.5458,681.0688,7422.7457,6094.0217,5083.0187,2720.6109,2.3104,4.1156,2.8308,0.0267,0.1359,0.0125,17004.47
2026-07-11,Brand A,camp_000,adset_000,3619.9054,17013.9632,46464.517,410.5228,181.9699,3363.5961,2716.0876,2344.6681,1179.8294,2.2995,4.7001,8.8178,0.0088,0.0724,0.0039,17013.9632
2026-07-12,Brand A,camp_000,adset_000,1877.8359,12819.518,22247.2646,530.2513,424.0123,1590.8526,987.4877,607.9829,362.7152,2.3621,6.8268,3.5414,0.0238,0.0715,0.0191,12819.518
2026-07-13,Brand A,camp_000,adset_000,3603.1909,11751.6816,36073.2853,847.1548,605.7011,2336.6541,2096.4904,1294.5606,654.0291,2.3119,3.2615,4.2533,0.0235,0.0648,0.0168,11751.6816
2026-07-14,Brand A,camp_000,adset_000,4692.7869,16252.0944,62034.5897,988.573,635.1722,8209.0879,5921.2178,5219.165,3511.0444,2.3222,3.4632,4.747,0.0159,0.1323,0.0102,16252.0944
2026-07-15,Brand A,camp_000,adset_000,2687.909,12250.6185,22054.357,215.4662,159.5346,3688.0347,2309.6037,2034.0743,1566.1437,2.4015,4.5577,12.4749,0.0098,0.1672,0.0072,12250.6185
2026-07-16,Brand A,camp_000,adset_000,2823.4069,11093.4134,26122.5048,546.5331,298.6665,1544.302,1330.9743,1196.5894,782.0993,2.3774,3.9291,5.166,0.0209,0.0591,0.0114,11093.4134
2026-07-17,Brand A,camp_000,adset_000,3370.2177,15543.3461,27208.7048,626.3467,458.9327,2980.0147,2650.7019,1712.8155,1138.9843,2.3354,4.612,5.3808,0.023,0.1095,0.0169,15543.3461
2026-07-18,Brand A,camp_000,adset_000,3453.6135,27992.2627,32672.3229,539.0738,406.3702,3759.3723,2843.6335,2320.5557,1800.6366,2.4064,8.1052,6.4066,0.0165,0.1151,0.0124,27992.2627
2026-07-19,Brand A,camp_000,adset_000,2883.9476,13722.3531,34001.3608,548.5901,427.2373,5906.6151,4155.4978,2744.094,1848.2094,2.3827,4.7582,5.257,0.0161,0.1737,0.0126,13722.3531
2026-07-20,Brand A,camp_000,adset_000,2479.3657,17017.5778,22131.5995,658.913,299.2424,2265.7814,1679.0016,1446.8312,1202.2127,2.4208,6.8637,3.7628,0.0298,0.1024,0.0135,17017.5778
2026-07-21,Brand A,camp_000,adset_000,4316.9431,13179.825,56780.1434,680.1386,447.2199,5127.0673,3627.6173,2927.0836,2381.2666,2.512,3.053,6.3472,0.012,0.0903,0.0079,13179.825
2026-07-22,Brand A,camp_000,adset_000,3364.8895,15915.1563,41536.4891,710.3365,448.164,6267.6994,4567.7499,3170.1236,2593.0128,2.4339,4.7298,4.737,0.0171,0.1509,0.0108,15915.1563
2026-07-23,Brand A,camp_000,adset_000,4073.8288,38901.8648,42457.2641,886.52,677.7871,2474.8027,2008.6013,1213.3019,927.5123,2.4919,9.5492,4.5953,0.0209,0.0583,0.016,38901.8648
2026-07-24,Brand A,camp_000,adset_000,2392.7894,4414.3177,30384.1091,278.6441,199.5757,4730.6184,4169.9227,3634.7988,2785.9993,2.5339,1.8448,8.5873,0.0092,0.1557,0.0066,4414.3177
2026-07-25,Brand A,camp_000,adset_000,3102.4843,15371.3667,39975.9071,1194.0656,570.9694,2640.6092,2146.8181,1587.3289,866.4621,2.4594,4.9545,2.5983,0.0299,0.0661,0.0143,15371.3667
2026-07-26,Brand A,camp_000,adset_000,3464.7241,19788.6716,29333.0448,797.7089,412.25,4008.6524,3472.6227,2141.1419,1362.1112,2.5052,5.7115,4.3433,0.0272,0.1367,0.0141,19788.6716
2026-07-27,Brand A,camp_000,adset_000,3305.1542,13087.5631,28625.3504,421.6426,211.8118,3383.3543,2165.2552,1367.5395,1114.7101,2.5286,3.9597,7.8388,0.0147,0.1182,0.0074,13087.5631
2026-07-28,Brand A,camp_000,adset_000,2527.8773,7978.3146,24529.4052,561.5992,287.9353,2774.9665,2163.6839,1423.3573,1152.6565,2.5937,3.1561,4.5012,0.0229,0.1131,0.0117,7978.3146
2026-07-29,Brand A,camp_000,adset_000,3611.5894,11675.2806,39348.3799,512.7505,305.2515,2216.7182,1867.8981,1215.2282,851.3118,2.6007,3.2327,7.0436,0.013,0.0563,0.0078,11675.2806
2026-07-30,Brand A,camp_000,adset_000,3062.0466,11925.7058,29503.2159,561.9263,307.1963,3996.6279,2678.8139,2008.408,1514.338,2.4814,3.8947,5.4492,0.019,0.1355,0.0104,11925.7058
2026-07-31,Brand A,camp_000,adset_000,2643.5447,11823.4582,36185.9849,654.3178,431.7339,2462.2728,1731.3554,1342.5529,755.4311,2.6518,4.4726,4.0402,0.0181,0.068,0.0119,11823.4582
2026-08-01,Brand A,camp_000,adset_000,3968.9123,27076.1581,47901.749,719.4675,530.2441,6333.9184,5692.9308,3579.275,2782.8416,2.5566,6.8221,5.5165,0.015,0.1322,0.0111,27076.1581
2026-08-02,Brand A,camp_000,adset_000,2100.0806,11506.2659,16929.2091,406.81,305.0939,911.6838,618.9723,535.472,318.2168,2.681,5.479,5.1623,0.024,0.0539,0.018,11506.2659
2026-08-03,Brand A,camp_000,adset_000,2842.3461,13590.3515,39586.9151,959.9346,533.6441,3532.9986,2492.1578,1734.0514,1449.5002,2.5549,4.7814,2.961,0.0242,0.0892,0.0135,13590.3515
2026-08-04,Brand A,camp_000,adset_000,4692.1384,14185.8844,60152.1221,1185.1633,636.7246,3359.2863,2511.692,2030.0674,1272.3665,2.6433,3.0233,3.9591,0.0197,0.0558,0.0106,14185.8844
2026-08-05,Brand A,camp_000,adset_000,3716.9043,11305.9272,51367.5083,758.4571,315.235,8630.3214,6944.5407,5271.9702,3686.4569,2.6271,3.0418,4.9006,0.0148,0.168,0.0061,11305.9272
2026-08-06,Brand A,camp_000,adset_000,4553.8933,17475.6798,48716.1269,838.3768,399.6572,3005.4418,1858.3222,1140.8081,659.1532,2.6867,3.8375,5.4318,0.0172,0.0617,0.0082,17475.6798
2026-04-09,Brand B,camp_001,adset_001,517.5918,1422.5496,4752.1997,115.4354,50.6706,684.7112,540.1586,436.842,247.4729,0.9907,2.7484,4.4838,0.0243,0.1441,0.0107,1422.5496
2026-04-10,Brand B,camp_001,adset_001,441.3678,786.8393,3578.2221,39.8192,18.63,284.0248,224.7081,181.4193,133.2349,1.0499,1.7827,11.0843,0.0111,0.0794,0.0052,786.8393
2026-04-11,Brand B,camp_001,adset_001,330.0943,309.6902,4086.3209,115.3859,49.4279,646.0403,470.094,347.3039,252.8962,1.0772,0.9382,2.8608,0.0282,0.1581,0.0121,309.6902
2026-04-12,Brand B,camp_001,adset_001,361.9745,1031.7453,3252.967,69.3407,41.5174,399.3778,354.0896,306.4167,226.7258,1.0221,2.8503,5.2202,0.0213,0.1228,0.0128,1031.7453
2026-04-13,Brand B,camp_001,adset_001,642.9001,1412.8073,6525.9505,101.5809,47.8191,935.5479,667.0078,540.2154,447.4031,1.0607,2.1976,6.3289,0.0156,0.1434,0.0073,1412.8073
2026-04-14,Brand B,camp_001,adset_001,523.5136,797.6333,6329.0381,169.2777,130.1945,336.8555,276.0733,202.2063,111.6414,0.9976,1.5236,3.0926,0.0267,0.0532,0.0206,797.6333
2026-04-15,Brand B,camp_001,adset_001,344.919,1090.0165,4003.5805,119.9147,54.0599,564.9847,368.0975,230.2074,145.0801,1.1628,3.1602,2.8764,0.03,0.1411,0.0135,1090.0165
2026-04-16,Brand B,camp_001,adset_001,545.7881,1804.4658,4989.5705,115.406,74.8717,557.1605,363.8696,248.5349,203.7625,1.1153,3.3062,4.7293,0.0231,0.1117,0.015,1804.4658
